@RELATION ROLAMENTO
@ATTRIBUTE AC numeric
@ATTRIBUTE AC-intensidade numeric
@ATTRIBUTE Classe {'0','1'}
@data
0.0,0.0,1
0.09999999718736276,0.0,1
0.19999999437472551,0.0,1
0.2999999915620883,0.0,1
0.39999998874945103,0.0,1
0.4999999859368138,0.0,1
0.5999999831241766,0.0,1
0.6999999803115393,0.0,1
0.7999999774989021,0.0,1
0.8999999746862648,0.0,1
0.9999999718736275,0.0,1
1.0999999690609903,0.0,1
1.1999999662483531,0.0,1
1.2999999634357158,0.0,1
1.3999999606230786,0.0,1
1.4999999578104413,0.0,1
1.5999999549978041,0.0,1
1.699999952185167,0.0,1
1.7999999493725296,0.0,1
1.8999999465598925,0.0,1
1.999999943747255,0.0,1
2.0999999409346177,0.0,1
2.1999999381219806,0.0,1
2.2999999353093434,0.0,1
2.3999999324967063,0.0,1
2.499999929684069,0.0,1
2.5999999268714316,0.0,1
2.6999999240587944,0.0,1
2.7999999212461573,0.0,1
2.89999991843352,0.0,1
2.9999999156208825,0.0,1
3.0999999128082454,0.0,1
3.1999999099956082,0.0,1
3.299999907182971,0.0,1
3.399999904370334,0.0,1
3.4999999015576964,0.0,1
3.599999898745059,0.0,1
3.699999895932422,0.0,1
3.799999893119785,0.0,1
3.8999998903071473,0.0,1
3.99999988749451,0.0,1
4.099999884681873,0.0,1
4.1999998818692355,0.0,1
4.299999879056599,0.0,1
4.399999876243961,0.0,1
4.4999998734313245,0.0,1
4.599999870618687,0.0,1
4.699999867806049,0.0,1
4.799999864993413,0.0,1
4.899999862180775,0.0,1
4.999999859368138,0.0,1
5.099999856555501,0.0,1
5.199999853742863,0.0,1
5.299999850930226,0.0,1
5.399999848117589,0.0,1
5.499999845304951,0.0,1
5.5999998424923145,0.0,1
5.699999839679677,0.0,1
5.79999983686704,0.0,1
5.899999834054403,0.0,1
5.999999831241765,0.0,1
6.099999828429128,0.0,1
6.199999825616491,0.0,1
6.299999822803854,0.0,1
6.3999998199912165,0.0,1
6.499999817178579,0.0,1
6.599999814365942,0.0,1
6.699999811553305,0.0,1
6.799999808740668,0.0,1
6.89999980592803,0.0,1
6.999999803115393,0.0,1
7.099999800302756,0.0,1
7.199999797490118,0.0,1
