@RELATION ROLAMENTO
@ATTRIBUTE AC numeric
@ATTRIBUTE AC-intensidade numeric
@ATTRIBUTE Classe {'0','1'}
@data
0.0,0.0,0
0.09999999718736276,0.0,0
0.19999999437472551,0.0,0
0.2999999915620883,0.0,0
0.39999998874945103,0.0,0
0.4999999859368138,0.0,0
0.5999999831241766,0.0,0
0.6999999803115393,0.0,0
0.7999999774989021,0.0,0
0.8999999746862648,0.0,0
0.9999999718736275,0.0,0
1.0999999690609903,0.0,0
1.1999999662483531,0.0,0
1.2999999634357158,0.0,0
1.3999999606230786,0.0,0
1.4999999578104413,0.0,0
1.5999999549978041,0.0,0
1.699999952185167,0.0,0
1.7999999493725296,0.0,0
1.8999999465598925,0.0,0
1.999999943747255,0.0,0
2.0999999409346177,0.0,0
2.1999999381219806,0.0,0
2.2999999353093434,0.0,0
2.3999999324967063,0.0,0
2.499999929684069,0.0,0
2.5999999268714316,0.0,0
2.6999999240587944,0.0,0
2.7999999212461573,0.0,0
2.89999991843352,0.0,0
2.9999999156208825,0.0,0
3.0999999128082454,0.0,0
3.1999999099956082,0.0,0
3.299999907182971,0.0,0
3.399999904370334,0.0,0
3.4999999015576964,0.0,0
3.599999898745059,0.0,0
3.699999895932422,0.0,0
3.799999893119785,0.0,0
3.8999998903071473,0.0,0
3.99999988749451,0.0,0
4.099999884681873,0.0,0
4.1999998818692355,0.0,0
4.299999879056599,0.0,0
4.399999876243961,0.0,0
4.4999998734313245,0.0,0
4.599999870618687,0.0,0
4.699999867806049,0.0,0
4.799999864993413,0.0,0
4.899999862180775,0.0,0
4.999999859368138,0.0,0
5.099999856555501,0.0,0
5.199999853742863,0.0,0
5.299999850930226,0.0,0
5.399999848117589,0.0,0
5.499999845304951,0.0,0
5.5999998424923145,0.0,0
5.699999839679677,0.0,0
5.79999983686704,0.0,0
5.899999834054403,0.0,0
5.999999831241765,0.0,0
6.099999828429128,0.0,0
6.199999825616491,0.0,0
6.299999822803854,0.0,0
6.3999998199912165,0.0,0
6.499999817178579,0.0,0
6.599999814365942,0.0,0
6.699999811553305,0.0,0
6.799999808740668,0.0,0
6.89999980592803,0.0,0
6.999999803115393,0.0,0
7.099999800302756,0.0,0
7.199999797490118,0.0,0
7.299999794677482,0.0,0
7.399999791864844,0.0,0
7.4999997890522065,0.0,0
7.59999978623957,0.0,0
7.699999783426932,0.0,0
7.799999780614295,0.0,0
7.899999777801658,0.0,0
7.99999977498902,0.0,0
8.099999772176384,0.0,0
8.199999769363746,0.0,0
8.299999766551108,0.0,0
8.399999763738471,0.0,0
8.499999760925835,0.0,0
8.599999758113198,0.0,0
8.69999975530056,0.0,0
8.799999752487922,0.0,0
8.899999749675285,0.0,0
8.999999746862649,0.0,0
9.099999744050011,0.0,0
9.199999741237374,0.0,0
9.299999738424736,0.0,0
9.399999735612099,0.0,0
9.499999732799463,0.0,0
9.599999729986825,0.0,0
9.699999727174188,0.0,0
9.79999972436155,0.0,0
9.899999721548912,0.0,0
9.999999718736277,0.0,0
10.099999715923639,0.0,0
10.199999713111001,0.0,0
10.299999710298364,0.0,0
10.399999707485726,0.0,0
10.49999970467309,0.0,0
10.599999701860453,0.0,0
10.699999699047815,0.0,0
10.799999696235178,0.0,0
10.89999969342254,0.0,0
10.999999690609902,0.0,0
11.099999687797267,0.0,0
11.199999684984629,0.0,0
11.299999682171991,0.0,0
11.399999679359354,0.0,0
11.499999676546716,0.0,0
11.59999967373408,0.0,0
11.699999670921443,0.0,0
11.799999668108805,0.0,0
11.899999665296168,0.0,0
11.99999966248353,0.0,0
12.099999659670894,0.0,0
12.199999656858257,0.0,0
12.29999965404562,0.0,0
12.399999651232982,0.0,0
12.499999648420344,0.0,0
12.599999645607708,0.0,0
12.69999964279507,0.0,0
12.799999639982433,0.0,0
12.899999637169795,0.0,0
12.999999634357158,0.0,0
13.099999631544522,0.0,0
13.199999628731884,0.0,0
13.299999625919247,0.0,0
13.39999962310661,0.0,0
13.499999620293972,0.0,0
13.599999617481336,0.0,0
13.699999614668698,0.0,0
13.79999961185606,0.0,0
13.899999609043423,0.0,0
13.999999606230785,0.0,0
14.09999960341815,0.0,0
14.199999600605512,0.0,0
14.299999597792874,0.0,0
14.399999594980237,0.0,0
14.4999995921676,0.0,0
14.599999589354963,0.0,0
14.699999586542326,0.0,0
14.799999583729688,0.0,0
14.89999958091705,0.0,0
14.999999578104413,0.0,0
15.099999575291775,0.0,0
15.19999957247914,0.0,0
15.299999569666502,0.0,0
15.399999566853865,0.0,0
15.499999564041227,0.0,0
15.59999956122859,0.0,0
15.699999558415954,0.0,0
15.799999555603316,0.0,0
15.899999552790678,0.0,0
15.99999954997804,0.0,0
16.099999547165403,0.0,0
16.199999544352767,0.0,0
16.299999541540128,0.0,0
16.399999538727492,0.0,0
16.499999535914856,0.0,0
16.599999533102217,0.0,0
16.69999953028958,0.0,0
16.799999527476942,0.0,0
16.899999524664306,0.0,0
16.99999952185167,0.0,0
17.09999951903903,0.0,0
17.199999516226395,0.0,0
17.299999513413756,0.0,0
17.39999951060112,0.0,0
17.499999507788484,0.0,0
17.599999504975845,0.0,0
17.69999950216321,0.0,0
17.79999949935057,0.0,0
17.899999496537934,0.0,0
17.999999493725298,0.0,0
18.09999949091266,0.0,0
18.199999488100023,0.0,0
18.299999485287383,0.0,0
18.399999482474747,0.0,0
18.49999947966211,0.0,0
18.599999476849472,0.0,0
18.699999474036836,0.0,0
18.799999471224197,0.0,0
18.89999946841156,0.0,0
18.999999465598925,0.0,0
19.099999462786286,0.0,0
19.19999945997365,0.0,0
19.29999945716101,0.0,0
19.399999454348375,0.0,0
19.49999945153574,0.0,0
19.5999994487231,0.0,0
19.699999445910464,0.0,0
19.799999443097825,0.0,0
19.89999944028519,0.0,0
19.999999437472553,0.0,0
20.099999434659914,0.0,0
20.199999431847278,0.0,0
20.29999942903464,0.0,0
20.399999426222003,0.0,0
20.499999423409367,0.0,0
20.599999420596728,0.0,0
20.699999417784092,0.0,0
20.799999414971452,0.0,0
20.899999412158817,0.0,0
20.99999940934618,0.0,0
21.09999940653354,0.0,0
21.199999403720906,0.0,0
21.299999400908266,0.0,0
21.39999939809563,0.0,0
21.49999939528299,0.0,0
21.599999392470355,0.0,0
21.69999938965772,0.0,0
21.79999938684508,0.0,0
21.899999384032444,0.0,0
21.999999381219805,0.0,0
22.09999937840717,0.0,0
22.199999375594533,0.0,0
22.299999372781894,0.0,0
22.399999369969258,0.0,0
22.49999936715662,0.0,0
22.599999364343983,0.0,0
22.699999361531347,0.0,0
22.799999358718708,0.0,0
22.899999355906072,0.0,0
22.999999353093433,0.0,0
23.099999350280797,0.0,0
23.19999934746816,0.0,0
23.29999934465552,0.0,0
23.399999341842886,0.0,0
23.499999339030246,0.0,0
23.59999933621761,0.0,0
23.699999333404975,0.0,0
23.799999330592335,0.0,0
23.8999993277797,0.0,0
23.99999932496706,0.0,0
24.099999322154424,0.0,0
24.19999931934179,0.0,0
24.29999931652915,0.0,0
24.399999313716513,0.0,0
24.499999310903874,0.0,0
24.59999930809124,0.0,0
24.699999305278602,0.0,0
24.799999302465963,0.0,0
24.899999299653327,0.0,0
24.999999296840688,0.0,0
25.099999294028052,0.0,0
25.199999291215416,0.0,0
25.299999288402777,0.0,0
25.39999928559014,0.0,0
25.4999992827775,0.0,0
25.599999279964866,0.0,0
25.69999927715223,0.0,0
25.79999927433959,0.0,0
25.899999271526955,0.0,0
25.999999268714316,0.0,0
26.09999926590168,0.0,0
26.199999263089044,0.0,0
26.299999260276405,0.0,0
26.39999925746377,0.0,0
26.49999925465113,0.0,0
26.599999251838494,0.0,0
26.699999249025858,0.0,0
26.79999924621322,0.0,0
26.899999243400583,0.0,0
26.999999240587943,0.0,0
27.099999237775307,0.0,0
27.19999923496267,0.0,0
27.299999232150032,0.0,0
27.399999229337396,0.0,0
27.499999226524757,0.0,0
27.59999922371212,0.0,0
27.699999220899485,0.0,0
27.799999218086846,0.0,0
27.89999921527421,0.0,0
27.99999921246157,0.0,0
28.099999209648935,0.0,0
28.1999992068363,0.0,0
28.29999920402366,0.0,0
28.399999201211024,0.0,0
28.499999198398385,0.0,0
28.59999919558575,0.0,0
28.699999192773113,0.0,0
28.799999189960474,0.0,0
28.899999187147838,0.0,0
28.9999991843352,0.0,0
29.099999181522563,0.0,0
29.199999178709927,0.0,0
29.299999175897288,0.0,0
29.39999917308465,0.0,0
29.499999170272012,0.0,0
29.599999167459377,0.0,0
29.69999916464674,0.0,0
29.7999991618341,0.0,0
29.899999159021466,0.0,0
29.999999156208826,0.0,0
30.09999915339619,0.0,0
30.19999915058355,0.0,0
30.299999147770915,0.0,0
30.39999914495828,0.0,0
30.49999914214564,0.0,0
30.599999139333004,0.0,0
30.699999136520365,0.0,0
30.79999913370773,0.0,0
30.899999130895093,0.0,0
30.999999128082454,0.0,0
31.099999125269818,0.0,0
31.19999912245718,0.0,0
31.299999119644543,0.0,0
31.399999116831907,0.0,0
31.499999114019268,0.0,0
31.599999111206632,0.0,0
31.699999108393992,0.0,0
31.799999105581357,0.0,0
31.89999910276872,0.0,0
31.99999909995608,0.0,0
32.099999097143446,0.0,0
32.199999094330806,0.0,0
32.299999091518174,0.0,0
32.399999088705535,0.0,0
32.499999085892895,0.0,0
32.599999083080256,0.0,0
32.699999080267624,0.0,0
32.799999077454984,0.0,0
32.899999074642345,0.0,0
32.99999907182971,0.0,0
33.09999906901707,0.0,0
33.199999066204434,0.0,0
33.2999990633918,0.0,0
33.39999906057916,0.0,0
33.49999905776652,0.0,0
33.599999054953884,0.0,0
33.69999905214125,0.0,0
33.79999904932861,0.0,0
33.89999904651597,0.0,0
33.99999904370334,0.0,0
34.0999990408907,0.0,0
34.19999903807806,0.0,0
34.29999903526542,0.0,0
34.39999903245279,0.0,0
34.49999902964015,0.0,0
34.59999902682751,0.0,0
34.69999902401488,0.0,0
34.79999902120224,0.0,0
34.8999990183896,0.0,0
34.99999901557697,0.0,0
35.09999901276433,0.0,0
35.19999900995169,0.0,0
35.29999900713905,0.0,0
35.39999900432642,0.0,0
35.49999900151378,0.0,0
35.59999899870114,0.0,0
35.69999899588851,0.0,0
35.79999899307587,0.0,0
35.89999899026323,0.0,0
35.999998987450596,0.0,0
36.099998984637956,0.0,0
36.19999898182532,0.0,0
36.29999897901268,0.0,0
36.399998976200045,0.0,0
36.499998973387406,0.0,0
36.59999897057477,0.0,0
36.699998967762134,0.0,0
36.799998964949495,0.0,0
36.899998962136856,0.0,0
36.99999895932422,0.0,0
37.099998956511584,0.0,0
37.199998953698945,0.0,0
37.299998950886305,0.0,0
37.39999894807367,0.0,0
37.499998945261034,0.0,0
37.599998942448394,0.0,0
37.69999893963576,0.0,0
37.79999893682312,0.0,0
37.89999893401048,0.0,0
37.99999893119785,0.0,0
38.09999892838521,0.0,0
38.19999892557257,0.0,0
38.29999892275993,0.0,0
38.3999989199473,0.0,0
38.49999891713466,0.0,0
38.59999891432202,0.0,0
38.69999891150939,0.0,0
38.79999890869675,0.0,0
38.89999890588411,0.0,0
38.99999890307148,0.0,0
39.09999890025884,0.0,0
39.1999988974462,0.0,0
39.29999889463356,0.0,0
39.39999889182093,0.0,0
39.49999888900829,0.0,0
39.59999888619565,0.0,0
39.69999888338302,0.0,0
39.79999888057038,0.0,0
39.89999887775774,0.0,0
39.999998874945106,0.0,0
40.09999887213247,0.0,0
40.19999886931983,0.0,0
40.29999886650719,0.0,0
40.399998863694556,0.0,0
40.49999886088192,0.0,0
40.59999885806928,0.0,0
40.699998855256645,0.0,0
40.799998852444006,0.0,0
40.899998849631366,0.0,0
40.999998846818734,0.0,0
41.099998844006095,0.0,0
41.199998841193455,0.0,0
41.299998838380816,0.0,0
41.399998835568184,0.0,0
41.499998832755544,0.0,0
41.599998829942905,0.0,0
41.69999882713027,0.0,0
41.79999882431763,0.0,0
41.899998821504994,0.0,0
41.99999881869236,0.0,0
42.09999881587972,0.0,0
42.19999881306708,0.0,0
42.29999881025444,0.0,0
42.39999880744181,0.0,0
42.49999880462917,0.0,0
42.59999880181653,0.0,0
42.6999987990039,0.0,0
42.79999879619126,0.0,0
42.89999879337862,0.0,0
42.99999879056598,0.0,0
43.09999878775335,0.0,0
43.19999878494071,0.0,0
43.29999878212807,0.0,0
43.39999877931544,0.0,0
43.4999987765028,0.0,0
43.59999877369016,0.0,0
43.69999877087753,0.0,0
43.79999876806489,0.0,0
43.89999876525225,0.0,0
43.99999876243961,0.0,0
44.09999875962698,0.0,0
44.19999875681434,0.0,0
